Name	Description	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
12955	ENSG00000269848.1	RP11-1281K21.9	0
12956	ENSG00000268967.1	RP11-1281K21.10	0
12957	ENSG00000268391.1	RP11-241F15.6	0
12962	ENSG00000265591.1	AC119751.5	0
12964	ENSG00000221075.1	AC119751.1	0
12965	ENSG00000221334.1	AC119751.3	0
12966	ENSG00000221082.1	AC119751.2	0
12967	ENSG00000223099.1	AC119751.4	0
12969	ENSG00000250473.1	DUTP7	0
12971	ENSG00000243929.1	RP11-61F5.1	0
12974	ENSG00000251040.1	RP11-535C7.1	0
12975	ENSG00000163071.6	SPATA18	0
12977	ENSG00000199924.1	RNU6-1252P	0
12978	ENSG00000239068.1	snoU13	0
12981	ENSG00000260120.1	RP11-177B4.2	0
12983	ENSG00000264585.1	MIR4449	0
12987	ENSG00000212490.1	SNORA26	0
12988	ENSG00000266656.1	AC104066.1	0
12989	ENSG00000199901.1	Y_RNA	0
12994	ENSG00000207385.1	RNU6-310P	0
13000	ENSG00000249341.1	RP11-317M11.1	0
13001	ENSG00000249706.1	RP11-89B16.1	0
13002	ENSG00000250815.1	RP11-89B16.2	0
13006	ENSG00000269506.1	AC110792.1	0
13007	ENSG00000251105.1	RP11-571I18.2	0
13010	ENSG00000221219.1	AC110298.1	0
13011	ENSG00000238753.1	snoU13	0
13012	ENSG00000242670.1	RP11-601I15.1	0
13014	ENSG00000248184.1	RP11-231C18.1	0
13015	ENSG00000248518.1	RP11-231C18.2	0
13016	ENSG00000251264.1	RP11-545H22.1	0
13017	ENSG00000250456.1	AC006552.1	0
13019	ENSG00000249727.1	RP11-273B19.2	0
13020	ENSG00000251256.1	RP11-273B19.1	0
13021	ENSG00000248317.1	RP11-463H12.2	0
13022	ENSG00000244422.3	RPL38P3	0
13023	ENSG00000264332.1	AC111194.1	0
13024	ENSG00000252815.1	RNU6-410P	0
13025	ENSG00000250646.1	RP11-530I17.1	0
13028	ENSG00000239545.2	RN7SL822P	0
13029	ENSG00000250812.2	RP11-530I17.2	0
13030	ENSG00000206839.1	RNU6-746P	0
13031	ENSG00000250464.1	RP11-148K14.1	0
13037	ENSG00000203615.2	AC069200.1	0
13040	ENSG00000238585.1	Y_RNA	0
13045	ENSG00000251923.1	RNU6-276P	0
13048	ENSG00000202358.1	RNU6-652P	0
13051	ENSG00000200741.1	RNA5SP161	0
13055	ENSG00000251823.1	RNA5SP162	0
13069	ENSG00000241250.1	RPL17P20	0
13071	ENSG00000240545.2	RN7SL492P	0
13072	ENSG00000265894.1	RN7SL357P	0
13073	ENSG00000128040.6	SPINK2	0
13074	ENSG00000251799.1	Y_RNA	0
13079	ENSG00000238579.1	snoU13	0
13080	ENSG00000251703.1	RNU6-998P	0
13082	ENSG00000250384.1	UBE2CP3	0
13083	ENSG00000238541.1	snoU13	0
13085	ENSG00000250192.1	RP11-300M6.1	0
13086	ENSG00000243920.2	RPS26P24	0
13087	ENSG00000248505.1	RP11-319E12.1	0
13088	ENSG00000251459.1	RP11-319E12.2	0
13089	ENSG00000238925.1	snoU13	0
13090	ENSG00000251049.2	RP11-685F15.1	0
13091	ENSG00000250333.1	RP11-4O3.1	0
13092	ENSG00000249831.2	RP11-4O3.2	0
13093	ENSG00000248660.1	SRIP1	0
13094	ENSG00000249105.2	RP11-25L5.2	0
13095	ENSG00000250340.1	RP11-577G20.1	0
13096	ENSG00000250078.1	RP11-577G20.2	0
13097	ENSG00000251339.1	RP11-506N2.1	0
13098	ENSG00000251266.1	RP11-340A13.2	0
13099	ENSG00000249382.1	RP11-340A13.1	0
13100	ENSG00000250375.2	RP11-340A13.3	0
13101	ENSG00000249111.1	RP11-622J8.1	0
13102	ENSG00000199780.1	Y_RNA	0
13103	ENSG00000249392.1	RP11-725D20.1	0
13104	ENSG00000249892.1	RP11-525J21.1	0
13105	ENSG00000201676.1	Y_RNA	0
13106	ENSG00000201775.1	RNU6-1325P	0
13107	ENSG00000216027.1	AC095061.1	0
13108	ENSG00000249066.1	RP11-593F5.2	0
13109	ENSG00000248237.2	RP11-593F5.1	0
13110	ENSG00000265829.1	MIR548AG1	0
13111	ENSG00000240152.2	RP11-16N2.1	0
13113	ENSG00000241261.1	RPL17P19	0
13114	ENSG00000205682.2	RP11-798L4.1	0
13116	ENSG00000202169.1	Y_RNA	0
13117	ENSG00000248692.1	RP11-84A1.3	0
13119	ENSG00000241344.1	RPL21P47	0
13120	ENSG00000250249.2	RP11-30P21.2	0
13121	ENSG00000248847.2	RP11-26C10.1	0
13122	ENSG00000248336.1	HMGN1P11	0
13123	ENSG00000265085.1	AC110810.1	0
13125	ENSG00000251055.2	RP11-257A22.1	0
13126	ENSG00000231442.3	LARP1BP1	0
13127	ENSG00000250775.1	RP11-12K22.1	0
13128	ENSG00000205678.3	TECRL	0
13129	ENSG00000252104.1	RNU6-191P	0
13130	ENSG00000250768.1	RP11-204H9.2	0
13131	ENSG00000251430.1	RP11-63H19.1	0
13132	ENSG00000251385.2	RP11-63H19.2	0
13133	ENSG00000249893.1	MTND6P16	0
13135	ENSG00000248259.1	RP11-63H19.5	0
13136	ENSG00000249045.1	RP11-63H19.8	0
13137	ENSG00000248328.1	RP11-63H19.6	0
13138	ENSG00000244669.1	RP11-158O16.1	0
13139	ENSG00000250125.1	RP11-707A18.1	0
13140	ENSG00000248447.2	RP11-633G11.1	0
13145	ENSG00000250846.2	RP11-807H7.1	0
13146	ENSG00000248479.1	RP11-807H7.2	0
13147	ENSG00000222765.1	RNU2-40P	0
13148	ENSG00000251527.1	RP11-51P8.1	0
13149	ENSG00000249413.2	RP11-25H12.1	0
13150	ENSG00000272304.1	RP11-19C24.1	0
13152	ENSG00000221563.1	MIR1269A	0
13153	ENSG00000244099.1	RPS23P3	0
13154	ENSG00000252890.1	RNU6-699P	0
13167	ENSG00000202374.1	SNORA62	0
13171	ENSG00000229009.3	TMPRSS11GP	0
13172	ENSG00000207428.1	RNU6-95P	0
13175	ENSG00000215127.5	RP11-35D5.1	0
13179	ENSG00000250642.3	RP11-642E20.5	0
13180	ENSG00000248639.2	RP11-642E20.2	0
13181	ENSG00000249531.2	RP11-642E20.3	0
13184	ENSG00000162840.3	MT2P1	0
13186	ENSG00000250566.1	UGT2B29P	0
13188	ENSG00000249472.1	RP11-1267H10.2	0
13189	ENSG00000251101.1	RP11-1267H10.1	0
13190	ENSG00000251074.1	RP11-1267H10.3	0
13193	ENSG00000250376.1	CTD-2005D20.1	0
13194	ENSG00000251236.1	RP11-468N14.1	0
13195	ENSG00000109181.7	UGT2B10	0
13196	ENSG00000251424.1	RP11-468N14.3	0
13197	ENSG00000249235.1	RP11-468N14.4	0
13198	ENSG00000251529.1	RP11-468N14.5	0
13199	ENSG00000248547.2	RP11-468N14.6	0
13200	ENSG00000248613.1	RP11-468N14.7	0
13201	ENSG00000272626.1	RP11-468N14.13	0
13202	ENSG00000249985.1	RP11-468N14.8	0
13203	ENSG00000198277.5	RP11-468N14.09	0
13204	ENSG00000135220.6	UGT2A3	0
13205	ENSG00000251498.1	RP11-468N14.10	0
13206	ENSG00000249735.1	RP11-468N14.12	0
13208	ENSG00000251685.2	RP11-813N20.1	0
13209	ENSG00000249890.1	RP11-813N20.2	0
13210	ENSG00000250919.1	RP11-813N20.3	0
13212	ENSG00000248763.2	RP13-644M16.5	0
13213	ENSG00000251284.2	RP13-644M16.1	0
13214	ENSG00000250100.2	RP13-644M16.3	0
13215	ENSG00000251427.1	RP13-644M16.2	0
13216	ENSG00000196472.3	RP13-644M16.4	0
13217	ENSG00000250696.1	RP11-704M14.1	0
13219	ENSG00000249763.1	RP11-618I10.1	0
13221	ENSG00000251691.2	RP11-618I10.4	0
13222	ENSG00000250612.1	RP11-618I10.2	0
13223	ENSG00000268209.1	RP11-618I10.3	0
13224	ENSG00000215110.6	RP11-790I12.1	0
13225	ENSG00000248824.2	RP11-790I12.6	0
13226	ENSG00000249956.3	RP11-790I12.2	0
13227	ENSG00000250828.1	RP11-790I12.3	0
13228	ENSG00000249686.1	RP11-790I12.4	0
13229	ENSG00000264696.1	AC108078.1	0
13230	ENSG00000156096.8	UGT2B4	0
13231	ENSG00000248886.2	UGT2A3P7	0
13232	ENSG00000251177.2	RP11-401E5.2	0
13234	ENSG00000271271.1	UGT2A2	0
13236	ENSG00000236959.1	SULT1D1P	0
13238	ENSG00000251489.2	RP11-736K12.1	0
13239	ENSG00000126545.9	CSN1S1	0
13240	ENSG00000135222.6	CSN2	0
13242	ENSG00000205649.3	HTN3	0
13243	ENSG00000126550.4	HTN1	0
13244	ENSG00000234124.2	CSN1S2AP	0
13246	ENSG00000109205.12	ODAM	0
13247	ENSG00000181617.5	FDCSP	0
13248	ENSG00000171209.3	CSN3	0
13249	ENSG00000145309.5	CABS1	0
13250	ENSG00000109208.4	SMR3A	0
13251	ENSG00000171201.6	SMR3B	0
13252	ENSG00000171199.5	PROL1	0
13254	ENSG00000187689.5	AMTN	0
13255	ENSG00000178522.10	AMBN	0
13259	ENSG00000207448.1	RNU6-520P	0
13260	ENSG00000207058.1	RNU6-784P	0
13263	ENSG00000238318.1	snoU13	0
13265	ENSG00000252880.1	RNU6-459P	0
13266	ENSG00000207007.1	RNU6-891P	0
13271	ENSG00000270098.1	LDHAL6EP	0
13273	ENSG00000222236.1	RNA5SP163	0
13274	ENSG00000248567.1	RP11-545L5.1	0
13277	ENSG00000250877.1	RP11-373J21.1	0
13279	ENSG00000252955.1	RNU4ATAC9P	0
13280	ENSG00000210839.1	RNU6ATAC5P	0
13281	ENSG00000272859.1	RP11-352E8.2	0
13286	ENSG00000221639.1	SNORA3	0
13287	ENSG00000249976.2	RP11-580P21.1	0
13294	ENSG00000228277.1	AC112518.3	0
13296	ENSG00000249051.2	RP11-447E20.1	0
13298	ENSG00000109272.3	PF4V1	0
13301	ENSG00000250339.2	CXCL1P	0
13305	ENSG00000244194.2	RN7SL218P	0
13313	ENSG00000265720.1	AC097470.1	0
13315	ENSG00000250532.1	RP11-727M10.1	0
13318	ENSG00000248760.1	RP11-727M10.2	0
13321	ENSG00000250356.1	RP11-506A18.1	0
13323	ENSG00000249717.1	RP11-44F21.3	0
13324	ENSG00000248165.1	RP11-44F21.2	0
13327	ENSG00000250560.2	RP11-598G2.1	0
13328	ENSG00000251185.1	RP11-542G1.1	0
13329	ENSG00000251454.1	RP11-542G1.2	0
13331	ENSG00000248646.1	RP11-567N4.2	0
13338	ENSG00000201644.1	Y_RNA	0
13340	ENSG00000222644.1	RNU2-16P	0
13345	ENSG00000268788.1	AC110615.1	0
13347	ENSG00000138755.5	CXCL9	0
13352	ENSG00000265931.1	AC112719.1	0
13359	ENSG00000212368.1	RNU6-1000P	0
13360	ENSG00000240426.1	RP11-356M17.1	0
13361	ENSG00000199857.1	SNORD50	0
13363	ENSG00000221118.1	AC112249.1	0
13364	ENSG00000249278.1	RP11-688H10.1	0
13365	ENSG00000207307.1	RNU6-145P	0
13366	ENSG00000263445.1	MIR4450	0
13367	ENSG00000265314.1	MIR548AH	0
13368	ENSG00000231335.1	AC107072.2	0
13369	ENSG00000233860.1	RP11-359D14.2	0
13370	ENSG00000224218.1	RP11-359D14.3	0
13371	ENSG00000264124.1	AC104687.1	0
13372	ENSG00000270244.1	RP11-123J14.4	0
13373	ENSG00000242727.2	RP11-123J14.1	0
13380	ENSG00000201641.1	RNU6-1187P	0
13383	ENSG00000250006.2	CTB-179I1.1	0
13385	ENSG00000249036.1	RP11-625I7.1	0
13386	ENSG00000156234.7	CXCL13	0
13387	ENSG00000221711.1	SNORD75	0
13390	ENSG00000250214.1	RP13-488H8.1	0
13391	ENSG00000248926.1	RP11-777B9.1	0
13392	ENSG00000248956.1	HMGB1P44	0
13394	ENSG00000248128.1	RP11-777B9.4	0
13398	ENSG00000221183.1	AC093897.1	0
13399	ENSG00000248117.1	MINOS1P4	0
13401	ENSG00000200998.1	Y_RNA	0
13402	ENSG00000238816.1	snoU13	0
13404	ENSG00000251019.1	HIGD1AP13	0
13408	ENSG00000266270.1	MIR5096	0
13416	ENSG00000251399.1	RP11-234K19.1	0
13417	ENSG00000248408.1	RP11-452C8.1	0
13419	ENSG00000212620.1	SNORA75	0
13430	ENSG00000251059.1	RP11-100N20.1	0
13433	ENSG00000251331.2	RP11-689K5.3	0
13434	ENSG00000248282.1	RP11-112L18.1	0
13435	ENSG00000248448.2	COX5BP1	0
13436	ENSG00000252762.1	SNORA31	0
13437	ENSG00000248543.2	NPM1P41	0
13439	ENSG00000202485.1	RNU6-499P	0
13440	ENSG00000234568.3	BIN2P1	0
13445	ENSG00000202440.1	SNORD42	0
13451	ENSG00000249960.2	RP11-791G16.5	0
13456	ENSG00000207746.1	MIR575	0
13457	ENSG00000270842.1	RP11-57B24.2	0
13462	ENSG00000199530.1	Y_RNA	0
13463	ENSG00000252834.1	snoR442	0
13464	ENSG00000251874.1	RNU6-615P	0
13472	ENSG00000251647.2	RP11-576N17.4	0
13477	ENSG00000239525.1	RPL30P5	0
13479	ENSG00000201633.1	Y_RNA	0
13480	ENSG00000249171.1	RP11-767N15.1	0
13482	ENSG00000200108.1	RNU6-774P	0
13484	ENSG00000248749.1	RP11-42A4.1	0
13485	ENSG00000163623.5	NKX6-1	0
13486	ENSG00000258013.2	RPL3P13	0
13489	ENSG00000239466.2	RN7SL552P	0
13490	ENSG00000251260.1	WDFY3-AS1	0
13491	ENSG00000252062.1	RNU6-469P	0
13493	ENSG00000201901.1	RN7SKP48	0
13494	ENSG00000248725.3	RP11-218C23.1	0
13496	ENSG00000266421.1	MIR4451	0
13497	ENSG00000265774.1	AC098870.1	0
13499	ENSG00000261496.1	RP13-514E23.1	0
13501	ENSG00000250062.1	RP11-778J15.1	0
13502	ENSG00000252757.1	RN7SKP96	0
13503	ENSG00000266515.1	MIR4452	0
13508	ENSG00000250202.2	RP11-397E7.2	0
13515	ENSG00000250572.1	RP11-529H2.1	0
13516	ENSG00000263981.1	MIR5705	0
13519	ENSG00000240966.2	RN7SL681P	0
13520	ENSG00000249262.2	RP11-710E1.1	0
13521	ENSG00000251716.1	Y_RNA	0
13523	ENSG00000272856.1	RP11-710E1.2	0
13528	ENSG00000200024.1	Y_RNA	0
13529	ENSG00000238652.1	snoU13	0
13530	ENSG00000249973.2	CHCHD2P7	0
13531	ENSG00000029559.5	IBSP	0
13535	ENSG00000202000.1	RNU1-36P	0
13538	ENSG00000241853.1	RP11-147K6.1	0
13539	ENSG00000201707.1	RNU6-818P	0
13540	ENSG00000221440.1	RNU6ATAC31P	0
13541	ENSG00000251285.2	RP11-147K6.2	0
13542	ENSG00000199326.1	RNU6-1298P	0
13544	ENSG00000246375.2	RP11-10L7.1	0
13545	ENSG00000207480.1	Y_RNA	0
13548	ENSG00000221079.2	AC083829.1	0
13553	ENSG00000252322.1	RN7SKP244	0
13554	ENSG00000207524.1	RNU6-33P	0
13561	ENSG00000212226.1	RNU6-907P	0
13566	ENSG00000138722.5	MMRN1	0
13568	ENSG00000252087.1	RN7SKP248	0
13569	ENSG00000251401.2	RP11-11N6.1	0
13571	ENSG00000248984.1	AC004054.1	0
13572	ENSG00000249049.1	RP11-763F8.1	0
13573	ENSG00000249891.2	KRT19P6	0
13574	ENSG00000249052.1	RP11-354O24.1	0
13575	ENSG00000256889.1	AC093847.1	0
13577	ENSG00000249152.1	RP11-562F9.2	0
13578	ENSG00000248511.1	RP11-9B6.1	0
13580	ENSG00000251449.2	MTND1P19	0
13581	ENSG00000249239.2	RP11-428L21.2	0
13582	ENSG00000248627.1	RP11-428L21.1	0
13583	ENSG00000248750.2	RP11-131K17.1	0
13584	ENSG00000250908.1	RP11-703C10.1	0
13585	ENSG00000252342.1	RNA5SP164	0
13586	ENSG00000172238.3	ATOH1	0
13587	ENSG00000246541.2	RP11-363G15.2	0
13588	ENSG00000250897.2	HMGB3P15	0
13591	ENSG00000241103.1	RP11-398J16.1	0
13592	ENSG00000203436.1	AC109925.1	0
13594	ENSG00000249951.1	RP11-554D13.1	0
13595	ENSG00000249599.1	RP11-168E14.1	0
13599	ENSG00000242936.1	RPL30P6	0
13601	ENSG00000200622.1	RNU6-1059P	0
13602	ENSG00000201744.1	RNU6-34P	0
13603	ENSG00000250655.1	RP11-61G24.1	0
13605	ENSG00000201640.1	RN7SKP28	0
13607	ENSG00000253170.1	RP11-431J17.1	0
13610	ENSG00000251620.1	STPG2-AS1	0
13611	ENSG00000271995.1	AC034154.1	0
13612	ENSG00000250293.1	RP11-369I16.1	0
13614	ENSG00000214904.5	DUTP8	0
13615	ENSG00000200658.1	Y_RNA	0
13618	ENSG00000242318.1	RP11-810D13.1	0
13620	ENSG00000251523.1	RP11-724M22.1	0
13622	ENSG00000249764.1	RP11-1299A16.1	0
13625	ENSG00000249055.1	TBCAP3	0
13628	ENSG00000252548.1	RNU7-149P	0
13631	ENSG00000265213.1	MIR3684	0
13637	ENSG00000249065.2	PCNAP1	0
13640	ENSG00000196616.8	ADH1B	0
13642	ENSG00000196344.7	ADH7	0
13643	ENSG00000250300.1	RP11-696N14.3	0
13655	ENSG00000248820.2	RP11-15B17.3	0
13656	ENSG00000222196.2	AC121157.1	0
13658	ENSG00000249710.1	RP11-588P8.1	0
13659	ENSG00000164035.5	EMCN	0
13660	ENSG00000250223.1	EMCN-IT3	0
13661	ENSG00000251219.1	EMCN-IT2	0
13662	ENSG00000251636.1	EMCN-IT1	0
13664	ENSG00000221265.1	MIR1255A	0
13667	ENSG00000199529.1	RNU6-462P	0
13668	ENSG00000251149.1	MTND5P5	0
13669	ENSG00000251309.1	RP11-498M5.2	0
13671	ENSG00000241144.2	RN7SL728P	0
13673	ENSG00000251572.2	AF213884.1	0
13676	ENSG00000238553.1	AF213884.3	0
13678	ENSG00000241981.2	AF224669.3	0
13685	ENSG00000252739.1	RNU7-151P	0
13686	ENSG00000238948.1	snoU13	0
13690	ENSG00000249283.2	ACTR3BP4	0
13695	ENSG00000251577.1	RP11-297P16.3	0
13696	ENSG00000250920.1	RP11-297P16.4	0
13699	ENSG00000252460.1	RNU6-635P	0
13700	ENSG00000249614.1	RP11-703G6.1	0
13701	ENSG00000251170.1	RP11-729M20.1	0
13702	ENSG00000215999.2	AC004052.1	0
13704	ENSG00000250670.1	AC004063.1	0
13706	ENSG00000248242.1	RP11-556I14.2	0
13708	ENSG00000248373.1	RP11-556I14.1	0
13709	ENSG00000251906.1	RNU6-351P	0
13710	ENSG00000251473.2	AC004069.1	0
13711	ENSG00000252136.1	SNORA31	0
13714	ENSG00000251586.1	TET2-AS1	0
13715	ENSG00000243383.2	RN7SL89P	0
13717	ENSG00000200917.1	RNU6-553P	0
13719	ENSG00000216425.4	AC004066.2	0
13720	ENSG00000250922.1	ATP5EP1	0
13723	ENSG00000249885.1	ARHGEF38-IT1	0
13729	ENSG00000250740.1	RP11-710F7.2	0
13733	ENSG00000250298.1	GIMD1	0
13734	ENSG00000222333.1	AC093680.1	0
13735	ENSG00000249613.1	RP13-612N21.1	0
13736	ENSG00000248915.2	ACTR6P1	0
13738	ENSG00000252566.1	SNORD112	0
13740	ENSG00000251081.1	RP11-713M6.2	0
13741	ENSG00000252470.1	RNU6-551P	0
13744	ENSG00000245293.2	RP11-286E11.1	0
13745	ENSG00000222691.1	RNU6-733P	0
13751	ENSG00000239939.1	RPSAP34	0
13754	ENSG00000266046.1	AC084209.1	0
13757	ENSG00000206601.1	RNU6-431P	0
13759	ENSG00000249257.1	RP11-75N20.2	0
13760	ENSG00000250185.2	RCC2P8	0
13766	ENSG00000243227.2	RN7SL55P	0
13767	ENSG00000207988.1	MIR576	0
13778	ENSG00000180245.4	RRH	0
13780	ENSG00000249681.2	KRT19P3	0
13782	ENSG00000207260.1	RNU6-35P	0
13784	ENSG00000263940.1	RN7SL275P	0
13785	ENSG00000248200.2	RP11-115A14.1	0
13786	ENSG00000166530.7	HSBP1P2	0
13787	ENSG00000250594.2	RP11-433B3.1	0
13788	ENSG00000212160.1	RNU6-205P	0
13791	ENSG00000251464.2	RPL7L1P13	0
13793	ENSG00000199894.1	snoU2_19	0
13794	ENSG00000250511.1	RP11-380D23.1	0
13795	ENSG00000250103.1	RP11-380D23.2	0
13797	ENSG00000249519.1	RP11-777N19.1	0
13798	ENSG00000251808.1	AC024198.1	0
13799	ENSG00000215961.1	MIR297	0
13801	ENSG00000251312.2	AC004062.2	0
13802	ENSG00000200963.1	RNU6-289P	0
13803	ENSG00000241722.2	RP11-255I10.1	0
13805	ENSG00000250855.1	RP11-269F21.1	0
13808	ENSG00000250556.1	CCDC34P1	0
13823	ENSG00000248439.2	RP11-402J6.2	0
13828	ENSG00000199169.1	MIR367	0
13829	ENSG00000199145.1	MIR302D	0
13830	ENSG00000207927.1	MIR302A	0
13831	ENSG00000199102.1	MIR302C	0
13833	ENSG00000250046.3	RP11-148B6.2	0
13834	ENSG00000248633.1	WRBP1	0
13836	ENSG00000202536.1	Y_RNA	0
13838	ENSG00000250500.1	RP11-119H12.3	0
13841	ENSG00000251126.2	RP11-119H12.6	0
13842	ENSG00000228814.4	RP11-119H12.5	0
13843	ENSG00000248152.1	RP11-650J17.1	0
13844	ENSG00000249373.2	RP11-650J17.2	0
13849	ENSG00000250229.1	RP11-397D21.1	0
13851	ENSG00000249304.1	RP11-26P13.2	0
13852	ENSG00000248716.2	RP11-362M19.1	0
13854	ENSG00000207931.1	MIR577	0
13856	ENSG00000240637.2	RN7SL808P	0
13858	ENSG00000251308.1	MRPS33P3	0
13859	ENSG00000250693.2	RPF2P2	0
13860	ENSG00000248488.2	PGAM4P2	0
13861	ENSG00000250363.1	KRT18P21	0
13862	ENSG00000248173.1	RP11-659O3.1	0
13863	ENSG00000250442.1	EIF3KP3	0
13864	ENSG00000249259.2	RP11-166J5.1	0
13865	ENSG00000250627.2	TTC39CP1	0
13866	ENSG00000270394.1	MTRNR2L13	0
13867	ENSG00000250272.1	TRMT112P1	0
13868	ENSG00000248139.2	CUL4AP1	0
13871	ENSG00000201752.1	RNU6-119P	0
13872	ENSG00000271053.1	RP11-97F8.1	0
13874	ENSG00000223605.1	AC107399.1	0
13875	ENSG00000224932.1	AC107399.2	0
13877	ENSG00000237684.1	RPSAP35	0
13880	ENSG00000229565.1	AC108056.1	0
13885	ENSG00000230671.2	NDUFS5P5	0
13888	ENSG00000223225.1	RNU6-1054P	0
13895	ENSG00000249002.2	RP11-358D17.1	0
13903	ENSG00000201186.1	RNU4-33P	0
13906	ENSG00000223208.1	RNU6-1217P	0
13912	ENSG00000250772.1	RP11-236P13.1	0
13913	ENSG00000250183.2	RP11-96A1.4	0
13914	ENSG00000250392.2	RP11-700N1.1	0
13915	ENSG00000200553.1	Y_RNA	0
13916	ENSG00000253825.1	RP11-96A1.5	0
13919	ENSG00000250219.2	LTV1P1	0
13921	ENSG00000249409.1	RP11-501E14.1	0
13923	ENSG00000212359.1	RNU6-550P	0
13924	ENSG00000251609.2	SETP12	0
13926	ENSG00000223006.1	RN7SKP137	0
13927	ENSG00000250344.1	RP11-647P12.1	0
13928	ENSG00000271302.1	RP11-647P12.2	0
13930	ENSG00000252183.1	RNU6-948P	0
13931	ENSG00000207148.1	Y_RNA	0
13932	ENSG00000186867.6	QRFPR	0
13934	ENSG00000264927.1	AC093816.1	0
13935	ENSG00000224062.4	TUBB4BP5	0
13945	ENSG00000241037.2	RN7SL335P	0
13949	ENSG00000138684.3	IL21	0
13953	ENSG00000244083.1	RP11-170N16.1	0
13955	ENSG00000240775.1	RP11-170N16.2	0
13959	ENSG00000216154.1	AC109357.1	0
13960	ENSG00000250322.2	CTB-51E13.1	0
13965	ENSG00000226655.1	AC096732.2	0
13966	ENSG00000228489.1	RPL21P50	0
13967	ENSG00000250458.2	RP11-107E21.1	0
13968	ENSG00000250484.2	RP11-728C8.1	0
13969	ENSG00000249837.1	CTD-2325B11.1	0
13970	ENSG00000248506.1	RP11-93I21.2	0
13972	ENSG00000261083.1	RP11-93I21.3	0
13975	ENSG00000201297.1	Y_RNA	0
13976	ENSG00000250149.1	RP11-399F2.2	0
13977	ENSG00000251436.2	NUPL1P1	0
13978	ENSG00000249555.2	TMEM248P1	0
13979	ENSG00000251649.1	RP11-318I4.1	0
13980	ENSG00000251005.1	RP11-318I4.2	0
13982	ENSG00000199862.1	Y_RNA	0
13983	ENSG00000250945.1	RP11-810P8.1	0
13985	ENSG00000248209.1	RP11-18O11.1	0
13993	ENSG00000251821.1	RNU6-583P	0
13998	ENSG00000248394.1	FOSL1P1	0
14004	ENSG00000238802.1	snoU13	0
14008	ENSG00000251345.2	RP11-392L5.2	0
14010	ENSG00000251195.1	RP11-378N18.1	0
14011	ENSG00000250193.1	RP11-419L4.1	0
14012	ENSG00000246876.2	RP11-519M16.1	0
14013	ENSG00000249618.1	RP11-422J15.1	0
14014	ENSG00000222861.1	RNY5P4	0
14016	ENSG00000251326.1	RP11-521E5.1	0
14017	ENSG00000248877.2	PGBD4P4	0
14018	ENSG00000249018.2	GAPDHP56	0
14019	ENSG00000250503.1	RP11-401I19.1	0
14020	ENSG00000250213.2	RP11-488I4.2	0
14021	ENSG00000206782.1	RNU6-224P	0
14023	ENSG00000248715.2	RP11-758B24.1	0
14025	ENSG00000252014.1	SNORA70	0
14029	ENSG00000251555.1	RP11-745L13.2	0
14031	ENSG00000249463.1	RP11-1E22.1	0
14032	ENSG00000251051.1	ELL2P2	0
14033	ENSG00000248369.1	RP11-62N21.1	0
14034	ENSG00000251398.1	RP11-149A7.2	0
14035	ENSG00000249038.2	RP11-149A7.1	0
14036	ENSG00000251488.1	RP11-404I7.2	0
14039	ENSG00000248735.2	R3HDM2P1	0
14041	ENSG00000221637.1	AC105252.1	0
14042	ENSG00000250191.1	RP11-285A15.1	0
14044	ENSG00000266277.1	AC096763.1	0
14049	ENSG00000249000.1	CTD-2012I17.1	0
14050	ENSG00000249847.1	RP11-192C21.2	0
14051	ENSG00000251228.1	RP11-192C21.3	0
14054	ENSG00000248434.1	RP11-553P9.2	0
14056	ENSG00000207188.1	RNU6-569P	0
14057	ENSG00000250834.1	KRT18P54	0
14058	ENSG00000248104.1	TARS2P1	0
14059	ENSG00000250865.1	RP11-780O17.1	0
14060	ENSG00000248330.1	LINC00613	0
14061	ENSG00000207322.1	RNU1-89P	0
14062	ENSG00000251492.1	RP11-782E2.2	0
14063	ENSG00000261166.1	RP11-775H9.3	0
14064	ENSG00000251567.1	RP11-775H9.2	0
14065	ENSG00000250665.1	RP11-775H9.1	0
14066	ENSG00000249311.3	TERF1P3	0
14067	ENSG00000264362.1	AC093875.1	0
14068	ENSG00000248869.1	RP11-138I17.1	0
14069	ENSG00000250341.1	RP11-785F11.1	0
14070	ENSG00000222526.1	AC060835.1	0
14071	ENSG00000250813.1	SERF1AP1	0
14072	ENSG00000251440.2	STMN1P2	0
14075	ENSG00000251632.1	RP11-714L20.1	0
14078	ENSG00000250034.1	RP11-793B23.1	0
14082	ENSG00000249091.1	RP11-733C7.1	0
14083	ENSG00000248397.1	LINC00498	0
14084	ENSG00000251372.1	LINC00499	0
14085	ENSG00000249381.1	LINC00500	0
14088	ENSG00000250977.1	RP11-173E2.2	0
14090	ENSG00000238971.1	AC093766.1	0
14091	ENSG00000250195.1	RP11-371F15.3	0
14092	ENSG00000250577.1	RP11-577B7.1	0
14094	ENSG00000264953.1	AC093602.1	0
14096	ENSG00000252503.1	RNU6-531P	0
14099	ENSG00000265892.1	RN7SL311P	0
14100	ENSG00000207384.1	Y_RNA	0
14101	ENSG00000252362.1	RNU6-506P	0
14102	ENSG00000206722.1	RNU6-1074P	0
14106	ENSG00000200520.1	RNU6-1214P	0
14112	ENSG00000249302.2	FTH1P24	0
14119	ENSG00000252233.1	RN7SKP253	0
14120	ENSG00000250698.1	RP11-392B6.1	0
